113310,"","1700-11-24T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
113313,"","T00:00:00Z","1711-5-27T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113314,"","T00:00:00Z","1711-6-6T00:00:00Z","Java's Noordoostkust","Batavia","Java's Noordoostkust-Batavia",256
113315,"","T00:00:00Z","1711-6-10T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
113316,"","T00:00:00Z","1711-6-24T00:00:00Z","Japara","Batavia","Japara-Batavia",213
113317,"","1701-1-11T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
113318,"","1701-2-5T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
113319,"","T00:00:00Z","1711-6-27T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113320,"","T00:00:00Z","1711-6-29T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
113321,"","T00:00:00Z","1711-8-7T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113322,"","1701-2-10T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
113323,"","T00:00:00Z","1711-8-4T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
113324,"","T00:00:00Z","1711-8-16T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
113325,"","T00:00:00Z","1711-8-24T00:00:00Z","Java's Noordoostkust","Batavia","Java's Noordoostkust-Batavia",256
113326,"","T00:00:00Z","1710-9-25T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113327,"","T00:00:00Z","1710-10-22T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113328,"","T00:00:00Z","1710-11-30T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113329,"","T00:00:00Z","1710-12-7T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113330,"","T00:00:00Z","1711-5-10T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113331,"","T00:00:00Z","1711-6-17T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113332,"","T00:00:00Z","1711-6-24T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113333,"","T00:00:00Z","1711-8-31T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113335,"","T00:00:00Z","1711-8-10T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
113338,\N,"T00:00:00Z","1711-6-18T00:00:00Z","Kaap de Goede Hoop","Batavia","Kaap de Goede Hoop-Batavia",223
113346,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113347,"","1701-2-16T00:00:00Z","T00:00:00Z","Batavia","Timor","Batavia-Timor",234
113353,"","1723-10-15T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113355,"","1703-7-5T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113359,"","1703-5-16T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113362,"","1724-6-29T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113365,"","1724-7-29T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113376,"","1724-8-11T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113379,"","1710-10-25T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113380,"","1723-9-28T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113381,"","1723-9-28T00:00:00Z","T00:00:00Z","Batavia","Mokka","Batavia-Mokka",433
113382,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113383,"","1711-8-15T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113384,"","1710-10-25T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113385,"","1711-5-22T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113386,"","1724-7-21T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113387,"","1711-8-15T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113388,"","1711-8-24T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
113389,"","1710-10-25T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113390,"","1724-7-21T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113393,"","1724-8-25T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113394,"","1723-9-20T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113396,"","1723-10-15T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113397,"","1723-11-21T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113398,"","1723-12-23T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113399,"","1724-1-31T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113400,"","1724-3-15T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113401,"","1724-3-31T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113402,"","1724-5-1T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113403,"","1724-6-18T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113404,"","1724-8-3T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113405,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113407,"","1724-6-9T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113408,"","1724-7-7T00:00:00Z","T00:00:00Z","Batavia","Jambi","Batavia-Jambi",342
113409,"","1703-8-15T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113410,"","1703-9-20T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113411,"","1723-10-15T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113412,"","1724-5-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113414,"","1703-9-20T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113415,"","1703-9-29T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113416,"","1724-6-9T00:00:00Z","T00:00:00Z","Batavia","Ligor","Batavia-Ligor",526
113417,"","1724-6-9T00:00:00Z","T00:00:00Z","Batavia","Ayutthaya","Batavia-Ayutthaya",527
113418,"","1724-7-29T00:00:00Z","T00:00:00Z","Batavia","Ayutthaya","Batavia-Ayutthaya",527
113419,"","1700-12-28T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
113420,"","1704-7-19T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113421,"","1704-8-13T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113422,"","1704-8-13T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113423,"","1704-8-31T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
113424,"","1704-7-15T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
113425,"","1701-1-11T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
113426,"","1704-8-23T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
113427,"","1701-2-10T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
113428,"","1704-7-6T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113429,"","1701-2-24T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
113430,"","1703-8-15T00:00:00Z","T00:00:00Z","Batavia","Ligor","Batavia-Ligor",526
113431,"","1703-8-25T00:00:00Z","T00:00:00Z","Batavia","Ligor","Batavia-Ligor",526
113432,"","1704-7-6T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113433,"","1700-10-9T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113434,"","1700-10-20T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113435,"","1700-12-28T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113436,"","1702-10-24T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113437,"","1700-12-28T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113438,"","1701-2-10T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113439,"","1704-8-13T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113440,"","1701-6-25T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113441,"","1702-10-24T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113442,"","1702-10-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113443,"","1704-8-27T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113444,"","1704-7-5T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113445,"","1704-7-5T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113446,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113447,"","1701-7-21T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113448,"","1701-7-21T00:00:00Z","T00:00:00Z","Batavia","Surabaja","Batavia-Surabaja",297
113449,"","1701-8-10T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113450,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113451,"","1701-8-30T00:00:00Z","T00:00:00Z","Batavia","Japara","Batavia-Japara",321
113452,"","1701-1-11T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
113453,"","1701-8-16T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
113454,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113457,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113459,"","T00:00:00Z","1700-9-29T00:00:00Z","Nagapattinam","Jaffna","Nagapattinam-Jaffna",355
113460,"","T00:00:00Z","1700-10-24T00:00:00Z","Nagapattinam","Trincomale","Nagapattinam-Trincomale",393
113461,"","T00:00:00Z","1700-11-11T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113462,"","T00:00:00Z","1701-1-28T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113463,"","T00:00:00Z","1701-2-23T00:00:00Z","Nagapattinam","Jaffna","Nagapattinam-Jaffna",355
113464,"","T00:00:00Z","1701-3-4T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113465,"","T00:00:00Z","1701-3-15T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113466,"","T00:00:00Z","1701-3-21T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113467,"","T00:00:00Z","1701-6-6T00:00:00Z","Nagapattinam","Jaffna","Nagapattinam-Jaffna",355
113468,"","T00:00:00Z","1701-7-6T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
113469,"","T00:00:00Z","1701-7-27T00:00:00Z","Nagapattinam","Jaffna","Nagapattinam-Jaffna",355
113470,"","T00:00:00Z","1701-8-9T00:00:00Z","Nagapattinam","Trincomale","Nagapattinam-Trincomale",393
113471,"","T00:00:00Z","1700-10-23T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113472,"","T00:00:00Z","1700-11-18T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113473,"","T00:00:00Z","1700-12-12T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113474,"","T00:00:00Z","1700-12-28T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113475,"","T00:00:00Z","1701-2-7T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113476,"","T00:00:00Z","1701-2-7T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113477,"","1702-10-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113478,"","T00:00:00Z","1701-2-8T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113479,"","T00:00:00Z","1701-2-23T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113480,"","T00:00:00Z","1701-3-29T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113481,"","T00:00:00Z","1701-4-18T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
113482,"","T00:00:00Z","1700-11-22T00:00:00Z","Bengalen","Ceylon","Bengalen-Ceylon",278
113483,"","T00:00:00Z","1700-11-27T00:00:00Z","Bengalen","Ceylon","Bengalen-Ceylon",278
113484,"","T00:00:00Z","1700-12-18T00:00:00Z","Bengalen","Ceylon","Bengalen-Ceylon",278
113485,"","T00:00:00Z","1700-12-12T00:00:00Z","Surat","Ceylon","Surat-Ceylon",268
113486,"","T00:00:00Z","1701-6-2T00:00:00Z","Surat","Tuticorin","Surat-Tuticorin",528
113487,"","T00:00:00Z","1701-3-12T00:00:00Z","Perzië","Ceylon","Perzië-Ceylon",415
113488,"","1710-10-31T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113489,"","T00:00:00Z","1701-3-12T00:00:00Z","Perzië","Ceylon","Perzië-Ceylon",415
113490,"","1710-5-22T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
113491,"","T00:00:00Z","1701-7-22T00:00:00Z","Perzië","Ceylon","Perzië-Ceylon",415
113492,"","T00:00:00Z","1701-7-23T00:00:00Z","Perzië","Ceylon","Perzië-Ceylon",415
113493,"","T00:00:00Z","1701-1-27T00:00:00Z","Malakka","Colombo","Malakka-Colombo",480
113496,"","1702-10-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113497,"","1702-11-5T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113499,"","1711-8-11T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113501,"","1702-11-17T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113502,"","1703-5-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113503,"","1701-1-14T00:00:00Z","T00:00:00Z","Galle","Nagapattinam","Galle-Nagapattinam",496
113504,"","1702-9-18T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113505,"","1701-1-14T00:00:00Z","T00:00:00Z","Galle","Nagapattinam","Galle-Nagapattinam",496
113506,"","1701-3-3T00:00:00Z","T00:00:00Z","Jaffna","Nagapattinam","Jaffna-Nagapattinam",275
113507,"","1701-4-23T00:00:00Z","T00:00:00Z","Jaffna","Nagapattinam","Jaffna-Nagapattinam",275
113508,"","1702-11-18T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113509,"","1711-8-15T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113510,"","1703-6-27T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113511,"","1701-5-7T00:00:00Z","T00:00:00Z","Tuticorin","Nagapattinam","Tuticorin-Nagapattinam",494
113512,"","1703-7-5T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113513,"","1701-5-14T00:00:00Z","T00:00:00Z","Colombo","Nagapattinam","Colombo-Nagapattinam",378
113514,"","1701-6-2T00:00:00Z","T00:00:00Z","Jaffna","Nagapattinam","Jaffna-Nagapattinam",275
113515,"","1701-6-15T00:00:00Z","T00:00:00Z","Jaffna","Nagapattinam","Jaffna-Nagapattinam",275
113516,"","1701-7-4T00:00:00Z","T00:00:00Z","Jaffna","Nagapattinam","Jaffna-Nagapattinam",275
113517,"","1701-7-14T00:00:00Z","T00:00:00Z","Trincomale","Nagapattinam","Trincomale-Nagapattinam",495
113518,"","1700-10-12T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113519,"","1700-12-4T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113520,"","1711-5-27T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113521,"","1711-8-12T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113522,"","1700-12-17T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113523,"","1701-2-3T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113524,"","T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113525,"","1701-2-12T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113526,"","1701-5-27T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
113527,"","1701-1-22T00:00:00Z","T00:00:00Z","Ceylon","Bengalen","Ceylon-Bengalen",345
113528,"","1702-9-12T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113529,"","1701-5-8T00:00:00Z","T00:00:00Z","Ceylon","Bengalen","Ceylon-Bengalen",345
113530,"","1702-10-15T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113531,"","1701-6-27T00:00:00Z","T00:00:00Z","Ceylon","Bengalen","Ceylon-Bengalen",345
113532,"","1701-8-19T00:00:00Z","T00:00:00Z","Ceylon","Bengalen","Ceylon-Bengalen",345
113533,"","1700-11-17T00:00:00Z","T00:00:00Z","Ceylon","Perzië","Ceylon-Perzië",497
113534,"","1711-4-25T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113535,"","1711-6-29T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113536,"","1724-6-9T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
113537,"","1711-4-25T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
113538,"","1711-8-15T00:00:00Z","T00:00:00Z","Batavia","Ligor","Batavia-Ligor",526
113539,"","1710-10-21T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113540,"","1710-10-31T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113541,"","1711-3-21T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113542,"","1723-12-19T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
113543,"","1711-4-22T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
113545,"","1724-1-23T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
113546,"","1710-9-5T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113547,"","1710-9-20T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113548,"","1710-11-11T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113549,"","1723-12-19T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113550,"","1711-3-21T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
113552,"","1710-10-12T00:00:00Z","T00:00:00Z","Batavia","Jambi","Batavia-Jambi",342
113553,"","1724-1-25T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
113554,"","1711-7-21T00:00:00Z","T00:00:00Z","Batavia","Jambi","Batavia-Jambi",342
113556,"","T00:00:00Z","1701-1-15T00:00:00Z","Surat","Cochin","Surat-Cochin",361
113557,"","T00:00:00Z","1701-1-31T00:00:00Z","Surat","Cochin","Surat-Cochin",361
113558,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113559,"","T00:00:00Z","1701-1-31T00:00:00Z","Perzië","Malabar","Perzië-Malabar",394
113560,"","T00:00:00Z","1701-6-23T00:00:00Z","Perzië","Malabar","Perzië-Malabar",394
113561,"","T00:00:00Z","1701-6-23T00:00:00Z","Perzië","Malabar","Perzië-Malabar",394
113562,"","T00:00:00Z","1701-6-23T00:00:00Z","Perzië","Malabar","Perzië-Malabar",394
113563,"","1701-8-26T00:00:00Z","T00:00:00Z","Cochin","Tuticorin","Cochin-Tuticorin",529
113564,"","1704-8-23T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
113565,"","1700-11-17T00:00:00Z","T00:00:00Z","Malabar","Surat","Malabar-Surat",434
113566,"","1701-2-17T00:00:00Z","T00:00:00Z","Malabar","Surat","Malabar-Surat",434
113567,"","1701-1-14T00:00:00Z","T00:00:00Z","Malabar","Perzië","Malabar-Perzië",492
113568,"","1703-9-22T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113569,"","T00:00:00Z","1701-7-21T00:00:00Z","Coromandel","Bengalen","Coromandel-Bengalen",343
113570,"","T00:00:00Z","T00:00:00Z","Surat","Bengalen","Surat-Bengalen",436
113571,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113572,"","1704-8-23T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113573,"","T00:00:00Z","1700-10-8T00:00:00Z","Perzië","Bengalen","Perzië-Bengalen",437
113574,"","T00:00:00Z","1701-6-3T00:00:00Z","Perzië","Bengalen","Perzië-Bengalen",437
113575,"","1704-7-12T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113576,"","T00:00:00Z","1701-1-31T00:00:00Z","Malakka","Bengalen","Malakka-Bengalen",383
113577,"","T00:00:00Z","1701-1-31T00:00:00Z","Malakka","Bengalen","Malakka-Bengalen",383
113578,"","1701-3-10T00:00:00Z","T00:00:00Z","Bengalen","Coromandel","Bengalen-Coromandel",323
113579,"","1704-8-23T00:00:00Z","T00:00:00Z","Batavia","Perzië","Batavia-Perzië",413
113580,"","1704-8-13T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
113581,"","1700-10T00:00:00Z","1701-1-28T00:00:00Z","Bantam","Surat","Bantam-Surat",530
113582,"","1701-4-31T00:00:00Z","T00:00:00Z","Surat","Batavia","Surat-Batavia",201
113583,"","1701-2-3T00:00:00Z","T00:00:00Z","Perzië","Batavia","Perzië-Batavia",409
113584,"","T00:00:00Z","T00:00:00Z","Perzië","Coromandel","Perzië-Coromandel",420
113585,"","T00:00:00Z","1701-3-31T00:00:00Z","Malakka","Nagapattinam","Malakka-Nagapattinam",475
113586,"","1700-10-1T00:00:00Z","T00:00:00Z","Pulicat","Malakka","Pulicat-Malakka",531
113587,"","1702-11-7T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113588,"","1702-12-23T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113589,"","1701-7-9T00:00:00Z","T00:00:00Z","Sumatra's Westkust","Bengalen","Sumatra's Westkust-Bengalen",532
113590,"","T00:00:00Z","1701-8-16T00:00:00Z","Siam","Japan","Siam-Japan",499
113591,"","1703-2-19T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
113592,"","1701-10-21T00:00:00Z","T00:00:00Z","Nagasaki","Batavia","Nagasaki-Batavia",263
113593,"","1701-10-17T00:00:00Z","T00:00:00Z","Nagasaki","Malakka","Nagasaki-Malakka",451
113594,"","1701-10-18T00:00:00Z","T00:00:00Z","Nagasaki","Malakka","Nagasaki-Malakka",451
113595,"","1701-10-19T00:00:00Z","T00:00:00Z","Nagasaki","Malakka","Nagasaki-Malakka",451
113596,"","1701-2-23T00:00:00Z","T00:00:00Z","Siam","Batavia","Siam-Batavia",354
113597,"","1701-8-31T00:00:00Z","T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
113598,"","T00:00:00Z","1700-12-1T00:00:00Z","Makassar","Amboina","Makassar-Amboina",384
113599,"","T00:00:00Z","1701-3-1T00:00:00Z","Makassar","Amboina","Makassar-Amboina",384
113600,"","1700-9-10T00:00:00Z","T00:00:00Z","Amboina","Banda-Neira","Amboina-Banda-Neira",282
113601,"","1700-10-31T00:00:00Z","T00:00:00Z","Amboina","Banda-Neira","Amboina-Banda-Neira",282
113602,"","1701-5-10T00:00:00Z","T00:00:00Z","Amboina","Banda-Neira","Amboina-Banda-Neira",282
