91276,"0238.1","1619-09-14T00:00:00Z","1620-06-03T00:00:00Z","Texel","Bantam","Texel-Bantam",3
91277,"0239.1","1619-12-26T00:00:00Z","1620-09-16T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91278,"0240.1","1619-12-26T00:00:00Z","1620-12-08T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91279,"0241.1","1619-12-26T00:00:00Z","1620-12-15T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91280,"0242.1","1619-12-26T00:00:00Z","1620-09-11T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91281,"0243.1","1619-12-27T00:00:00Z","1620-12-08T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91282,"0243.3","1619-12-28T00:00:00Z","1620-12-08T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91283,"0244.1","1619-12-27T00:00:00Z","1620-12-14T00:00:00Z","Texel","Negapatnam","Texel-Negapatnam",41
91284,"0246.2","1619-12-28T00:00:00Z","1620-12-16T00:00:00Z","Wielingen","Jacatra","Wielingen-Jacatra",38
91285,"0247.1","1620-01-01T00:00:00Z","1620-11-25T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91286,"0248.1","1620-02-27T00:00:00Z","1621-02-26T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91287,"0249.1","1620-04-08T00:00:00Z","1620-10-11T00:00:00Z","Goeree","Jacatra","Goeree-Jacatra",40
91288,"0250.1","1620-04-10T00:00:00Z","1621-02-26T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91289,"0251.4","1620-04-23T00:00:00Z","1620-12-26T00:00:00Z","Goeree","Jacatra","Goeree-Jacatra",40
91290,"0252.1","1620-04-23T00:00:00Z","1620-12-26T00:00:00Z","Goeree","Jacatra","Goeree-Jacatra",40
91291,"0253.1","1620-05-10T00:00:00Z","1621-05-27T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91292,"0254.1","1620-05-10T00:00:00Z","1621-05-27T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91293,"0255.1","1620-05-24T00:00:00Z","T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91294,"0256.3","1620-05-24T00:00:00Z","1621-02-22T00:00:00Z","Texel","Amboina","Texel-Amboina",43
91295,"0257.1","1620-05-24T00:00:00Z","1621-03-22T00:00:00Z","Texel","Amboina","Texel-Amboina",43
91296,"0258.1","1620-05-25T00:00:00Z","1621-02-11T00:00:00Z","Wielingen","Jacatra","Wielingen-Jacatra",38
91297,"0259.1","1620-05-25T00:00:00Z","1621-06-07T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91298,"0260.1","1620-06-02T00:00:00Z","1621-06-24T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91299,"0261.1","1620-12-27T00:00:00Z","1621-08-31T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91300,"0262.3","1620-12-28T00:00:00Z","1621-08-20T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91301,"0263.1","1620-12-28T00:00:00Z","1621-08-03T00:00:00Z","Goeree","Jacatra","Goeree-Jacatra",40
91302,"0264.1","1620-12-28T00:00:00Z","1621-08-31T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91303,"0265.1","1620-12-28T00:00:00Z","1621-09-17T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91304,"0266.1","1620-12-28T00:00:00Z","1621-06-24T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91305,"0267.2","1620-12-29T00:00:00Z","1621-06-24T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91306,"0268.1","1620-12-31T00:00:00Z","1621-08-23T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91307,"0269.1","1620-12-31T00:00:00Z","1621-08-23T00:00:00Z","Texel","Jacatra","Texel-Jacatra",37
91308,"0270.3","1621-02-11T00:00:00Z","1621-10-13T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91309,"0271.1","1621-03-19T00:00:00Z","1621-09-29T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91310,"0272.4","1621-03-19T00:00:00Z","1621-09-16T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91311,"0273.1","1621-03-19T00:00:00Z","1621-09-05T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91312,"0274.2","1621-04-19T00:00:00Z","1621-08-23T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91313,"0275.1","1621-04-20T00:00:00Z","1622-05-15T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91314,"0276.4","1621-10-01T00:00:00Z","1622-05-26T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91315,"0277.2","1621-10-01T00:00:00Z","1622-05-26T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91316,"0278.1","1621-11-09T00:00:00Z","T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91317,"0279.1","1621-12-16T00:00:00Z","1622-06-06T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91318,"0280.1","1621-12-22T00:00:00Z","1622-06-03T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91319,"0281.1","1621-12-22T00:00:00Z","1622-06-14T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91320,"0282.4","1621-12-22T00:00:00Z","1622-10- T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91321,"0283.3","1621-12-22T00:00:00Z","1622-05-27T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91322,"0284.1","1621-12-22T00:00:00Z","1622-06-16T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91323,"0285.1","1621-12-26T00:00:00Z","1622-08-14T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91324,"0286.2","1621-12-26T00:00:00Z","1622-07-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91325,"0287.1","1621-12-26T00:00:00Z","1622-07-11T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91326,"0288.1","1622-04-22T00:00:00Z","1623-01-20T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91327,"0289.1","1622-12-17T00:00:00Z","1623-06-20T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91328,"0290.2","1622-12-17T00:00:00Z","1623-08-16T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91329,"0291.2","1623-01-20T00:00:00Z","1623-08-16T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91330,"0292.2","1623-01-20T00:00:00Z","1623-08-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91331,"0292.2","1623-01-20T00:00:00Z","1623-09-19T00:00:00Z","Texel","Coromandel","Texel-Coromandel",39
91332,"0294.2","1623-01-20T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91333,"0295.2","1623-01-20T00:00:00Z","1623-10-02T00:00:00Z","Texel","Surat","Texel-Surat",46
91334,"0296.1","1623-04-19T00:00:00Z","1625-09-04T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91335,"0297.1","1623-04-27T00:00:00Z","1623-09-07T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91336,"0298.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91337,"0299.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91338,"0300.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91339,"0301.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91340,"0302.1","1623-04-29T00:00:00Z","1625-09-13T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91341,"0303.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91342,"0304.1","1623-04-29T00:00:00Z","T00:00:00Z","Goeree",\N,"Goeree",8
91343,"0305.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91344,"0306.1","1623-04-29T00:00:00Z","1625-08-29T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91345,"0307.1","1623-04-29T00:00:00Z","1625-09-04T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91346,"0308.1","1623-11-16T00:00:00Z","1624-06-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91347,"0309.3","1624-01-08T00:00:00Z","1624-09-15T00:00:00Z","Texel","Surat","Texel-Surat",46
91348,"0310.2","1624-01-08T00:00:00Z","1624-07-17T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91349,"0311.2","1624-01-08T00:00:00Z","1624-07-16T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91350,"0312.2","1624-01-08T00:00:00Z","1624-08-04T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91351,"0313.2","1624-12-10T00:00:00Z","1625-06-06T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91352,"0314.2","1625-01-04T00:00:00Z","1625-09-09T00:00:00Z","Goeree","Pulicat","Goeree-Pulicat",47
91353,"0315.2","1625-01-04T00:00:00Z","1625-10-02T00:00:00Z","Texel","Surat","Texel-Surat",46
91354,"0316.1","1625-01-04T00:00:00Z","1625-09-19T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91355,"0317.3","1625-01-04T00:00:00Z","1625-10-02T00:00:00Z","Texel","Surat","Texel-Surat",46
91356,"0318.5","1625-01-04T00:00:00Z","1625-10-03T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91357,"0319.4","1625-01-04T00:00:00Z","1625-10-03T00:00:00Z","Wielingen","Surat","Wielingen-Surat",48
91358,"0320.3","1625-05-17T00:00:00Z","1626-05-30T00:00:00Z","Zeeland","Batavia","Zeeland-Batavia",49
91359,"0321.2","1625-05-17T00:00:00Z","1626-02-13T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91360,"0322.3","1625-05-17T00:00:00Z","1625-12-27T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91361,"0323.2","1625-07-05T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91362,"0324.3","1625-12-20T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91363,"0325.1","1626-01-16T00:00:00Z","1626-10-04T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91364,"0326.2","1626-01-17T00:00:00Z","1627-01-28T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91365,"0327.1","1626-05-03T00:00:00Z","1627-01-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91366,"0328.1","1626-05-03T00:00:00Z","1627-01-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91367,"0329.1","1626-05-03T00:00:00Z","1627-01-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91368,"0330.1","1626-05-03T00:00:00Z","1627-04-18T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91369,"0331.1","1626-05-03T00:00:00Z","1627-01-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91370,"0332.1","1626-05-21T00:00:00Z","1627-05-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91371,"0333.1","1626-05-22T00:00:00Z","1627-03-13T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91372,"0334.3","1626-05-22T00:00:00Z","1626-12-14T00:00:00Z","Zeeland","Batavia","Zeeland-Batavia",49
91373,"0335.1","1626-05-22T00:00:00Z","1627-04-10T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91374,"0336.4","1626-10-01T00:00:00Z","1627-06-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91375,"0337.2","1626-10-01T00:00:00Z","1627-06-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91376,"0338.1","1626-11-11T00:00:00Z","1627-06-19T00:00:00Z","Zeeland","Batavia","Zeeland-Batavia",49
91377,"0339.1","1627-01-16T00:00:00Z","1627-06-20T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91378,"0340.1","1627-01-16T00:00:00Z","1627-06-20T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91379,"0341.1","1627-03-19T00:00:00Z","1627-09-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91380,"0342.3","1627-03-19T00:00:00Z","1627-10-13T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91381,"0343.1","1627-03-19T00:00:00Z","1628-01-04T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91382,"0344.3","1627-03-19T00:00:00Z","1628-01-04T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91383,"0345.1","1627-03-19T00:00:00Z","1627-09-27T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91384,"0346.1","1627-03-19T00:00:00Z","1627-09-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91385,"0347.1","1627-03-19T00:00:00Z","1627-10-08T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91386,"0348.1","1627-04-10T00:00:00Z","1627-10-18T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91387,"0349.1","1627-04-10T00:00:00Z","1627-10-29T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91388,"0350.1","1627-10-12T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91389,"0351.1","1627-10-12T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91390,"0352.1","1627-10-12T00:00:00Z","1628-06-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91391,"0353.1","1627-10-12T00:00:00Z","1628-07-14T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91392,"0354.1","1627-10-12T00:00:00Z","1628-06-09T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91393,"0355.1","1627-10-12T00:00:00Z","1628-07-14T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91394,"0356.1","1627-10-12T00:00:00Z","1628-06-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91395,"0357.3","1627-11-18T00:00:00Z","1628-08-01T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91396,"0358.1","1627-11-18T00:00:00Z","1628-07-28T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91397,"0359.1","1627-11-18T00:00:00Z","1628-08-01T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91398,"0360.1","1627-11-18T00:00:00Z","1628-08-04T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91399,"0361.3","1628-01-24T00:00:00Z","1628-08-30T00:00:00Z","Texel","Coromandel","Texel-Coromandel",39
91400,"0362.4","1628-05- T00:00:00Z","1629-02-06T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91401,"0363.3","1628-05-12T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91402,"0364.4","1628-05-12T00:00:00Z","1629-07-17T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91403,"0365.2","1628-05-12T00:00:00Z","1629-02-18T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91404,"0366.1","1628-10-28T00:00:00Z","1629-07-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91405,"0367.1","1628-10-28T00:00:00Z","1629-07-10T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91406,"0368.1","1628-10-28T00:00:00Z","1629-07-13T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91407,"0369.5","1628-10-28T00:00:00Z","1629-07-10T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91408,"0370.1","1628-10-28T00:00:00Z","1629-11-19T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91409,"0371.1","1628-10-28T00:00:00Z","1629-07-07T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91410,"0372.1","1628-10-29T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91411,"0373.2","1628-12-28T00:00:00Z","1629-07-13T00:00:00Z","Texel","Pulicat","Texel-Pulicat",29
91412,"0374.3","1629-01-23T00:00:00Z","1629-07-23T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91413,"0375.1","1629-01-23T00:00:00Z","1629-07-14T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91414,"0376.2","1629-01-24T00:00:00Z","1629-07-07T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91415,"0377.1","1629-01-24T00:00:00Z","1629-09-21T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91416,"0378.1","1629-01-24T00:00:00Z","T00:00:00Z","Wielingen",\N,"Wielingen",26
91417,"0379.1","1629-01-25T00:00:00Z","1629-07-18T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91418,"0380.1","1629-01-25T00:00:00Z","1629-10-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91419,"0381.4","1629-01-25T00:00:00Z","1629-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91420,"0382.1","1629-01-25T00:00:00Z","1629-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91421,"0383.1","1629-01-25T00:00:00Z","1629-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91422,"0384.5","1629-05- T00:00:00Z","1630-03-17T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91423,"0385.4","1629-05-07T00:00:00Z","1629-11-19T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91424,"0386.2","1629-05-07T00:00:00Z","T00:00:00Z","Texel",\N,"Texel",14
91425,"0387.1","1629-12-27T00:00:00Z","1630-12-18T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91426,"0388.1","1629-12-27T00:00:00Z","1630-08-23T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91427,"0389.1","1629-12-27T00:00:00Z","1630-11-06T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91428,"0390.1","1629-12-28T00:00:00Z","1630-12-12T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91429,"0391.1","1629-12-28T00:00:00Z","1631-04-28T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91430,"0392.4","1630-02-18T00:00:00Z","1630-09-23T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91431,"0393.1","1630-02-18T00:00:00Z","1630-09-09T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91432,"0394.1","1630-02-18T00:00:00Z","1630-11-03T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91433,"0395.1","1630-02-21T00:00:00Z","1630-09-15T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91434,"0396.1","1630-02-21T00:00:00Z","1630-12-12T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91435,"0397.1","1630-02-22T00:00:00Z","1630-12-25T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91436,"0398.1","1630-02-22T00:00:00Z","T00:00:00Z","Goeree",\N,"Goeree",8
91437,"0399.4","1630-04-21T00:00:00Z","1630-12-18T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91438,"0400.1","1630-04-16T00:00:00Z","1630-10-05T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91439,"0401.2","1630-06-30T00:00:00Z","1631-02-18T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91440,"0402.2","1630-06-30T00:00:00Z","1631-02-14T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91441,"0403.1","1630-11-06T00:00:00Z","1631-05-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91442,"0404.2","1630-11-06T00:00:00Z","1631-04-28T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91443,"0405.2","1630-11-06T00:00:00Z","1631-06-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91444,"0406.2","1630-11-06T00:00:00Z","1631-06-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91445,"0407.1","1630-11-06T00:00:00Z","1631-06-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91446,"0408.3","1630-12-11T00:00:00Z","1631-05-19T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91447,"0409.4","1630-12-16T00:00:00Z","1631-06-06T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91448,"0410.1","1630-12-18T00:00:00Z","1631-09-20T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91449,"0411.1","1631-03-03T00:00:00Z","1631-11-04T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91450,"0412.3","1631-03-25T00:00:00Z","1631-09-15T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91451,"0413.2","1631-03-25T00:00:00Z","1631-09-29T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91452,"0414.3","1631-03-25T00:00:00Z","1631-12-03T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91453,"0415.5","1631-03-29T00:00:00Z","1631-09-29T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91454,"0416.1","1631-12-11T00:00:00Z","1632-06-30T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91455,"0417.5","1631-12-11T00:00:00Z","1632-07-16T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91456,"0418.1","1631-12-11T00:00:00Z","1632-07-15T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91457,"0419.1","1632-1632-1632T00:00:00Z","1633-06-19T00:00:00Z","Maas","Batavia","Maas-Batavia",50
91458,"0420.1","1632-01-11T00:00:00Z","1632-08-03T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91459,"0421.1","1632-01-18T00:00:00Z","1632-07-27T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91460,"0422.1","1632-03-03T00:00:00Z","1632-08-01T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91461,"0423.5","1632-04-18T00:00:00Z","1632-09-08T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91462,"0424.5","1632-04-18T00:00:00Z","1632-09-16T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91463,"0425.1","1632-04-18T00:00:00Z","1632-09-04T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91464,"0426.1","1632-04-18T00:00:00Z","1632-09-05T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91465,"0427.2","1632-05-10T00:00:00Z","1632-11-10T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91466,"0428.1","1632-11-23T00:00:00Z","1633-07-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91467,"0429.1","1632-11-23T00:00:00Z","1633-07-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91468,"0430.1","1632-11-23T00:00:00Z","T00:00:00Z",\N,\N,"",9
91469,"0431.1","1632-12-10T00:00:00Z","1633-07-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91470,"0432.1","1632-12-10T00:00:00Z","1633-05-24T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91471,"0433.2","1632-12-10T00:00:00Z","1633-05-12T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91472,"0434.1","1632-12-10T00:00:00Z","1633-06-03T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91473,"0435.3","1633-03-23T00:00:00Z","1633-08-11T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91474,"0436.1","1633-03-23T00:00:00Z","1633-09-11T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91475,"0437.2","1633-03-23T00:00:00Z","1633-09-02T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91476,"0438.1","1633-12-07T00:00:00Z","1634-07-20T00:00:00Z","Texel","Persia","Texel-Persia",51
91477,"0439.2","1633-12-07T00:00:00Z","1634-07-20T00:00:00Z","Texel","Persia","Texel-Persia",51
91478,"0440.2","1633-12-07T00:00:00Z","1634-06-09T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91479,"0441.2","1633-12-07T00:00:00Z","1634-06-17T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91480,"0442.4","1633-12-10T00:00:00Z","1634-06-09T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91481,"0443.1","1633-12-10T00:00:00Z","1634-06-10T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91482,"0444.3","1633-12-10T00:00:00Z","1634-06-10T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91483,"0445.1","1634-04-18T00:00:00Z","T00:00:00Z","Texel","Mauritius","Texel-Mauritius",1
91484,"0446.4","1634-04-19T00:00:00Z","1634-09-23T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91485,"0447.1","1634-04-19T00:00:00Z","1634-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91486,"0448.2","1634-04-19T00:00:00Z","1634-09-30T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91487,"0449.3","1634-04-19T00:00:00Z","1634-09-20T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91488,"0450.2","1634-12-26T00:00:00Z","1635-07-17T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91489,"0451.2","1634-12-26T00:00:00Z","1635-06-14T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91490,"0452.4","1634-12-26T00:00:00Z","1635-07-14T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91491,"0453.2","1634-12-26T00:00:00Z","1635-07-06T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91492,"0454.3","1634-12-26T00:00:00Z","1635-08-22T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91493,"0455.1","1634-12-26T00:00:00Z","1635-07-15T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91494,"0456.1","1634-12-26T00:00:00Z","1635-07-14T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91495,"0457.2","1634-12-27T00:00:00Z","1635-07-20T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91496,"0458.2","1634-12-27T00:00:00Z","1635-08-16T00:00:00Z","Goeree","Batavia","Goeree-Batavia",45
91497,"0459.1","1634-12-27T00:00:00Z","1635-07-26T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91498,"0460.3","1634-12-27T00:00:00Z","1635-07-16T00:00:00Z","Wielingen","Batavia","Wielingen-Batavia",44
91499,"0461.6","1635-05-02T00:00:00Z","1635-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91500,"0462.4","1635-05-02T00:00:00Z","1635-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91501,"0463.3","1635-05-02T00:00:00Z","1635-09-21T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91502,"0464.2","1636-01-18T00:00:00Z","1636-07-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91503,"0465.3","1636-01-18T00:00:00Z","1636-07-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91504,"0466.1","1636-01-18T00:00:00Z","1636-07-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
91505,"0467.1","1636-01-18T00:00:00Z","1636-07-25T00:00:00Z","Texel","Batavia","Texel-Batavia",42
