"ID";"Place";"DecLatitude";"DecLongitude";"ModernName";"Dutch"
"1056";"Pan of Matanzas";"23.0318";"-81.6908";"Pan de Matanzas";NULL
"1057";"Pan of Matanzes";"23.0318";"-81.6908";"Pan de Matanzas";NULL
"1058";"Papenberg";"32.7156";"129.8311";"Takaboko Shima, Nagasaki, Japan";NULL
"1059";"Pappy Island";"64.593";"-14.1677";"Papey Island, Iceland";NULL
"1060";"Papy";"64.593";"-14.1677";"Papey. Iceland";NULL
"1061";"Paramaribo";"5.8252";"-55.1499";"Paramaribo, Suriname";NULL
"1062";"Parijs";"48.87";"2.3372";NULL;NULL
"1063";"Paris";"48.87";"2.3372";NULL;NULL
"1064";"Parsons Drake";"39.39";"-9.47";"Estimated between Ilha Berlenga and Cabo Carvoeiro";NULL
"1065";"Pasgeroeang";"-7.6284";"112.9191";"Pasuruan, Java, Indonesia";NULL
"1066";"Peak of Teneriffe";"28.28";"-16.65";"Tenerife, Canaries";NULL
"1067";"Peak of Tenerrife";"28.28";"-16.65";NULL;NULL
"1068";"Pedro Blanco";"22.3161";"115.1246";"Ta-hsing-tsang Chiao or Tai Sing Chau, China";NULL
"1069";"Pedro Branca";"22.3161";"115.1246";"Ta-hsing-tsang Chiao or Tai Sing Chau, China";NULL
"1070";"Penguin Island, NFL";"49.4386";"-53.7935";NULL;NULL
"1071";"Penguin Island, S Afr";"-33.805";"18.3703";"Robbeneiland";NULL
"1072";"Pevel";"14.9365";"-23.628";"Cidade Velha, S. Tiago, Cape Verde Islands";NULL
"1073";"Peverall Pt (St Albans Hd), England";"50.6072";"-1.9448";"Peveril Point";NULL
"1074";"Pico";"38.4679";"-28.4014";"Pico, Azores";NULL
"1075";"Pico Teneriffe";"28.28";"-16.65";"Tenerife, Canaries";NULL
"1076";"Pidgeon Island";"14.0167";"74.3167";"Netrani, India";NULL
"1077";"Pigeon Island, Laccadives, W India";"14.0167";"74.3167";"Netrani, India";NULL
"1078";"Placentia Bay";"47.244";"-53.9761";NULL;NULL
"1079";"Plymouth";"50.3647";"-4.1378";NULL;NULL
"1080";"Poeloe Babij";"-5.8122";"106.2804";"Pulay Tunda";NULL
"1081";"Point Capanes";"14.75";"120.13";"Capones Point, Philippines";NULL
"1082";"Point Cavalle";"4.3599";"-7.5923";"Cavalla Point";NULL
"1083";"Point de Galle";"6.029";"80.218";"Galle";NULL
"1084";"Point De Gaule";"6.029";"80.218";"Galle";NULL
"1085";"Point Morant";"17.9167";"-76.1833";"Point Morant";NULL
"1086";"Point Nago";"28.5534";"-16.1231";"Punta de Anaga";"Kaap Anaga"
"1087";"Point Negro";"28.4837";"-17.8501";NULL;NULL
"1088";"Point of St Hellena";"-15.9656";"-5.7052";"St Helena";NULL
"1089";"Point Palmira";"20.7649";"86.9886";"Palmyras Point";NULL
"1090";"Point Palmiras";"20.7649";"86.9886";"Palmyras Point";NULL
"1091";"Point Palmiras (Palmyras)";"20.7649";"86.9886";"Palmyras Point";NULL
"1092";"Point Palmiras, Sugar Loaf Hill";"20.7649";"86.9886";"Palmyras Point";NULL
"1093";"Point Palmiris";"20.7649";"86.9886";"Palmyras Point";NULL
"1094";"Point Pedro";"9.8241";"80.2481";NULL;NULL
"1095";"Point Possession";"-52.3";"-68.95";NULL;NULL
"1096";"Point St Felix";"-22.5808";"43.2907";"Salary";NULL
"1097";"Pollilo";"14.7086";"121.9438";"Polillo Island, Philippines";NULL
"1098";"Polo Panjang";"-5.9333";"106.15";"Pulau Pandjang";NULL
"1099";"Poloc Babie";"-5.8122";"106.2804";"Pulay Tunda";NULL
"1100";"Pondicherry";"11.9053";"79.8303";"Pondicherry";NULL
"1101";"Pondicherry, India";"11.9053";"79.8303";"Pondicherry";NULL
"1102";"Ponger";"2.1146";"102.3273";"Pulau Besar";NULL
"1103";"Ponnekayl";"8.6393";"78.1294";"Punnaikayal, Tuticorin, India";NULL
"1104";"Ponte Vedra";"42.4326";"-8.6486";"Pontevedra";NULL
"1105";"Popes Head";"17.1485";"-61.8166";"Popes Head Hills on Antigua";NULL
"1106";"Porcatto (Mattancheri), India";"9.9312";"76.2563";"Mattancheri";NULL
"1107";"Port au Prince";"18.545";"-72.3748";"Port-au-Prince";NULL
"1108";"Port Banks";"56.5522";"-135.0363";"Port Banks";NULL
"1109";"Port Dauphin";"-25.03";"47";"Tolanaro, E Madagascar";NULL
"1110";"Port Dauphin Madagascar";"-25.03";"47";"Tolanaro, E Madagascar";NULL
"1111";"Port des Barques";"45.9917";"-1.0917";NULL;NULL
"1112";"Port des Francais";"58.619";"-137.6589";"Lituya Bay, Alaska, USA";NULL
"1113";"Port Desire";"-47.7572";"-65.9";"Puerto Deseado";NULL
"1114";"Port Egmont";"-51.3643";"-60.08";"Saunders Island Settlement";NULL
"1115";"Port Espirito";"-20.3";"-40.25";"Port Vitoria";NULL
"1116";"Port Jackson (Sydney)";"-33.8598";"151.2375";NULL;NULL
"1117";"Port Louis";"-20.148";"57.4812";"Port Louis, Mauritius";NULL
"1118";"Port Louis, Mauritius";"-20.148";"57.4812";"Port Louis, Mauritius";NULL
"1119";"Port Nelson, Bahamas";"23.6366";"-74.8314";"Port Nelson";NULL
"1120";"Port Praya";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1121";"Port St Mary (Nosy Boraha), Madagascar";"-17";"49.8";NULL;NULL
"1122";"Port Sud Est, Mauritius";"-20.3922";"57.7619";NULL;NULL
"1123";"Porte Cabello";"10.4791";"-67.9974";"Puerto Cabello, Venezuela";NULL
"1124";"Porte Praay";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1125";"Porte Pradie";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1126";"Porte Praijo";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1127";"Portendic";"17.9895";"-16.0238";NULL;NULL
"1128";"Portland";"50.5136";"-2.4565";"Portland Bill";NULL
"1129";"Portland Bill";"50.5136";"-2.4565";NULL;NULL
"1130";"Porto";"41.1469";"-8.6261";NULL;NULL
"1131";"Porto Cabello";"10.4791";"-67.9974";"Puerto Cabello, Venezuela";NULL
"1132";"Porto Cavallo";"10.4791";"-67.9974";"Puerto Cabello, Venezuela";NULL
"1133";"Porto Crajo";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1134";"Porto Kabello";"10.4791";"-67.9974";"Puerto Cabello, Venezuela";NULL
"1135";"Porto Praaija";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1136";"Porto Praija";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1137";"Porto Praijo";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1138";"Porto Praya";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1139";"Porto Prayo";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1140";"Porto Sancto";"33.0586";"-16.333";"Isla de Porto Santo";NULL
"1141";"Porto Santo";"33.0586";"-16.333";"Isla de Porto Santo";NULL
"1142";"Portsmouth";"50.7917";"-1.1083";"Portsmouth, Hants. England ";NULL
"1143";"Post St Andries";"6.2804";"-57.5178";NULL;NULL
"1144";"Poulo Baby";"-5.8122";"106.2804";"Pulay Tunda";NULL
"1145";"Praya";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1146";"Preist Island (Priest Island?)";"64.6";"-14.18";"Papey, Iceland";NULL
"1147";"Prince of Wales Island";"5.4221";"100.2514";"Pulau Pinang";NULL
"1148";"Prince of Wales Island (Polynesia)";"-17.5";"-145.5";"Anaa";NULL
"1149";"Prince Rupert's Bay";"15.567";"-61.4674";"Prince Rupert's Bay";NULL
"1150";"Prince William's Sound";"60.5";"-147";"Prince William Sound, Alaska, USA";NULL
"1151";"Princen eiland";"-6.5933";"105.2441";"Pulau Panaitan, Indonesia";NULL
"1152";"Princes";"1.5798";"7.3807";"Principe, Isle G of Guinea";NULL
"1153";"Princess Island";"1.5798";"7.3807";"Principe, Isle G of Guinea";NULL
"1154";"Principe";"1.5798";"7.3807";"Principe, Isle G of Guinea";NULL
"1155";"Pt Cocos";"8.2294";"-78.9134";"Punta de Cocos";NULL
"1156";"Pt Palmiras";"20.7649";"86.9886";"Palmyras Point";NULL
"1157";"Pt Rondo (Banda?)";"6.0857";"95.1251";"Pulo Rondo";NULL
"1158";"Puerto de Naos (Lanzarote)";"28.9612";"-13.547";"Arrecife, Lanzarote, Canary Islands, Spain";NULL
"1159";"Puerto del Mariel";"23";"-82.75";NULL;NULL
"1160";"Puerto Praya";"14.9267";"-23.5221";"Porto Praia, Cape Verdes";NULL
"1161";"Puerto Rico";"18.4708";"-66.1237";"Puerto Rico";NULL
"1162";"Pullicat";"13.4167";"80.3167";"Pullicat";NULL
"1163";"Pulo Auore";"2.4471";"104.52";"Pulau Aur";NULL
"1164";"Pulo Auro";"2.4471";"104.52";"Pulau Aur";NULL
"1165";"Pulo Button";"6.5577";"99.2236";"Ko Ra Wi, Butang group, Thailand";NULL
"1166";"Pulo Condore";"8.7054";"106.619";"Pulo Condor";NULL
"1167";"Pulo Jara";"3.9833";"100.1";"Pulau Jara";NULL
"1168";"Pulo Jarro";"3.9833";"100.1";"Pulau Jara";NULL
"1169";"Pulo Pera";"5.7";"98.93";"Pulau Perak";NULL
"1170";"Pulo Perah";"5.7";"98.93";"Pulau Perak";NULL
"1171";"Pulo Pinang";"5.4221";"100.2514";"Pulau Pinang";NULL
"1172";"Pulo Roundo";"6.0857";"95.1251";"Pulo Rondo";NULL
"1173";"Pulo Sapata";"10.5395";"108.9333";"Phu Qui";NULL
"1174";"Pulo Tiamon";"2.7707";"104.1542";"Pulau Tioman";NULL
"1175";"Pulo Timoan";"2.7707";"104.1542";"Pulau Tioman";NULL
"1176";"Pulo Timoane";"2.7707";"104.1542";"Pulau Tioman";NULL
"1177";"Pulo Timon";"2.7707";"104.1542";"Pulau Tioman";NULL
"1178";"Punnacaijl";"8.6393";"78.1294";"Punnaikayal, Tuticorin, India";NULL
"1179";"Punta Maysi";"20.245";"-74.15";"Cape Maysi";NULL
"1180";"Punte Gale";"6.029";"80.218";"Galle";NULL
"1181";"Punto Cail";"8.6393";"78.1294";"Punnaikayal, Tuticorin, India";NULL
"1182";"Punto Gale";"6.029";"80.218";"Galle";NULL
"1183";"Quarmey";"-10.1052";"-78.1809";"Huarmei";NULL
"1184";"Querimbo";"-12.44";"40.6073";"Ilha Quirimba (Mozambique)";NULL
"1185";"Quiloa";"-8.9597";"39.5128";NULL;NULL
"1186";"Ragama";"7.0333";"79.9351";"Ragamana";NULL
"1187";"Rame Head";"50.3135";"-4.2231";NULL;NULL
"1188";"Ramhead";"50.3135";"-4.2231";"Rame Head (Cornwall)";NULL
"1189";"Ramshead (Ramsgate), England";"51.3298";"1.4208";NULL;NULL
"1190";"Rat Island";"-3.8333";"102.19";"Pulau Tikus";NULL
"1191";"Rays Road";"-19.6611";"63.4238";NULL;NULL
"1192";"Rebellion Road";"32.7848";"-79.9212";"Charleston Harbour (S.C.)";NULL
"1193";"Recife/Pernambuco/Cp St. Augustin";"-8.35";"-34.95";"Cabo de Santo Agotinho";NULL
"1194";"Red Point";"-6.95";"105.78";"Pulau Tinjil, Java, Indonesia";NULL
"1195";"Reet Eiland";"39.5157";"-75.5628";"Reedy Island, Delaware, USA";NULL
"1196";"Resolution";"61.3711";"-64.7403";"Cape Resolution";NULL
"1197";"Reunion (Don Mascaron), Le Port";"-20.9438";"55.3025";NULL;NULL
"1198";"Reykjavik";"64.15";"-21.97";NULL;NULL
"1199";"Rhode Island";"41.4812";"-71.3217";NULL;NULL
"1200";"Rhode Island Lighthouse";"41.4812";"-71.3217";NULL;NULL
"1201";"Rict Eiland";"39.5157";"-75.5628";"Reedy Island, Delaware, USA";NULL
"1202";"Rio Berbiecie voor Plantage de Herstelling";"6.1601";"-57.5775";"Rio Berbice entrance";NULL
"1203";"Rio de Janeiro";"-22.9021";"-43.1675";"Rio de Janeiro";NULL
"1204";"Rio de Jeneiro";"-22.9021";"-43.1675";"Rio de Janeiro";NULL
"1205";"Rio de la Plata";"-35.15";"-56.85";NULL;NULL
"1206";"Rio Demerarij";"6.7839";"-58.1807";"Demerara River entrance";NULL
"1207";"Rio Janeiro";"-22.9021";"-43.1675";"Rio de Janeiro";NULL
"1208";"Rio Sester";"5.447";"-9.5857";"Rio Cess, Liberia";NULL
"1209";"Riouw";"0.9037";"104.4448";"Tanung Pinang";NULL
"1210";"River Banjor";"-3.5";"114.5";"Barito, Borneo";NULL
"1211";"River Gambia";"13.466";"-16.5607";"Gambia river entrance";NULL
"1212";"River Grand Sister";"4.5699";"-8.2318";"Grand Sesters River";NULL
"1213";"River Hughly";"21.75";"88";"Hugli river, India";NULL
"1214";"Rivier Berbice";"6.2973";"-57.5286";"Rio Berbice entrance";NULL
"1215";"Rivier Demerarij";"6.7839";"-58.1807";"Demerara River entrance";NULL
"1216";"rivier Demerary";"6.7839";"-58.1807";"Demerara River entrance";NULL
"1217";"Rivier Kommewijne";"5.8964";"-55.0661";"Commewijne River entrance";NULL
"1218";"rivier van Cork";"51.8016";"-8.2634";NULL;NULL
"1219";"Rivier van Demerary";"6.7839";"-58.1807";"Demerara River entrance";NULL
"1220";"Robben Eiland";"-33.805";"18.3703";"Robbeneiland";NULL
"1221";"Robbeneiland";"-33.805";"18.3703";"Robbeneiland";NULL
"1222";"Robbins Island";"-33.805";"18.3703";"Robbeneiland, South Africa";NULL
"1223";"Rock of Lisbon";"38.7819";"-9.4972";"Cape Roxent";"Kaap Roxent"
"1224";"Rodrigues Island (Digo Rais/Sandy Isl)";"-19.7231";"63.4096";"Gambrani Island";NULL
"1225";"Ronda";"6.0857";"95.1251";"Pulo Rondo";NULL
"1226";"Rosulgate";"22.5356";"59.7951";"Ra's Al Hadd";NULL
"1227";"Rotterdam";"-5.9776";"106.7073";NULL;NULL
"1228";"Rouwen Eiland";"-6.95";"105.78";"Pulau Tinjil, Java, Indonesia";NULL
"1229";"S Martens Eylant";"46.2267";"-1.47";"Ile de Ré";NULL
"1230";"S. Christo (off NE Madagascar)";"-16.3333";"43.9667";"Chesterfield Islet";NULL
"1231";"Sable Island";"43.9354";"-59.8741";"Sable Island";NULL
"1232";"Saccondu";"4.9374";"-1.7038";"Sekondi, Ghana, Africa";NULL
"1233";"Sacrifice";"11.5";"75.53";"Sacrifice Rock, India";NULL
"1234";"Sacrifice Rocks";"11.5";"75.53";"Sacrifice Rock, India";NULL
"1235";"Saddle Bank, near Great Savage Island HB";"62.1615";"-68.0113";NULL;NULL
"1236";"Saddleback Island";"62.1615";"-68.0113";"Saddle Bank??";NULL
"1237";"Saderrass";"12.5069";"80.158";"Sadras";NULL
"1238";"Saffua";"32.3615";"-9.2879";"Cabo Safi (Morocco)";NULL
"1239";"Sagar Island";"21.7439";"88.115";"Sagar Island";NULL
"1240";"Saint Marc";"19.1114";"-72.7408";NULL;NULL
"1241";"Saint Thomas";"0.2643";"6.5391";"St Thomas island (San Tome'), W Africa";NULL
"1242";"Sal";"16.822";"-22.9098";"Sal, Cape Verde Islands";NULL
"1243";"Saldanha Baai";"-33.05";"18";"Saldanha bay, South Africa";NULL
"1244";"Saldanne baaij";"-33.05";"18";"Saldanha bay, South Africa";NULL
"1245";"Salisbury Isl, E end HB";"63.4";"-76.7";NULL;NULL
"1246";"Salt Key";"25.0984";"-77.286";"Salt Cay";NULL
"1247";"Saltee Islands";"52.1192";"-6.6149";NULL;NULL
"1248";"Salvador/Bahia/Cape S Antoine, Brazil";"-13.0167";"-38.5333";"Forte de San Antonio de Barra";NULL
"1249";"Salvages";"30.1469";"-15.8659";"Ilha Selvagem Grande";NULL
"1250";"Samanna";"19.2833";"-69.1774";"Cape Samana";NULL
"1251";"Samarang";"-6.9514";"110.3963";"Semarang, Java, Indonesia";NULL
"1252";"Samatra";"-5.92";"104.55";"Tjukuh Balimbing";NULL
"1253";"Samberaro";"18.5895";"-63.4254";NULL;NULL
"1254";"Sambrero";"18.5895";"-63.4254";NULL;NULL
"1255";"Sambro";"44.4788";"-63.6089";NULL;NULL
"1256";"Sambro Head";"44.4808";"-63.5815";NULL;NULL
"1257";"Sambvangan";"6.9";"122.05";"Zamboanga, Mindanao, Phillippines";NULL
"1258";"SAN BERNARDINO";"12.7513";"124.2815";"San Bernardino Islands";NULL
"1259";"San Blas";"21.5326";"-105.2921";NULL;NULL
"1260";"San Franciscos (river), Brazil";"-10.4987";"-36.401";"Rio do Sao Francisco";NULL
"1261";"San Juan de Puerto Rico";"18.4708";"-66.1237";"San Juan, Puerto Rico";NULL
"1262";"San Nicolas";"19.8076";"-73.3784";"Cap Du Mole St. Nicolas, Haiti";NULL
"1263";"San Sabastian";"-23.8469";"-45.3321";"Sao Sebastiao";NULL
"1264";"San Salvador";"-13.0167";"-38.5333";"Forte de San Antonio de Barra";NULL
"1265";"San Tiago (St Jago), Cape Verdes";"15.0548";"-23.6452";"Santiago, Cape Verdes";NULL
"1266";"Sancta Cruize";"28.45";"-16.25";"Santa Cruz de Teneriffe";NULL
"1267";"Sandlewood";"-9.7";"120";"Sumba";NULL
"1268";"Sandy Hook";"40.4617";"-74.0019";NULL;NULL
"1269";"Sandy Hook (New York)";"40.4617";"-74.0019";NULL;NULL
"1270";"Sandy Island";"-23.6359";"43.5924";"Nosy Vé";NULL
"1271";"Sandy Island, Indian coast (Minicoy?)";"8.2914";"73.061";"Minicoy";NULL
"1272";"Sandy Point";"44.4978";"-68.8103";"Sandy Point, Maine (USA)";NULL
"1273";"Sangur isle";"21.7439";"88.115";"Sagar Island";NULL
"1274";"Santa Croix";"28.45";"-16.25";"Santa Cruz de Teneriffe, Canary Is.";NULL
"1275";"Santa Cruz";"28.45";"-16.25";"Santa Cruz de Teneriffe, Canary Is.";NULL
"1276";"Santa Cruz de Tenerife";"28.45";"-16.25";"Santa Cruz de Teneriffe, Canary Is.";NULL
"1277";"Santa Pola";"38.1914";"-0.5589";"Santa Pola, Spain";NULL
"1278";"Santiago";"-16.0014";"40.1275";"Sangage";NULL
"1279";"Santiago de Cuba";"19.9735";"-75.8652";"Santiago de Cuba, Cuba";NULL
"1280";"Santo Domingo";"18.45833333";"-69.87916667";"Santo Domingo, Dominican Rep.";NULL
"1281";"Sao Tome";"0.2643";"6.5391";"St Thomas island (San Tome'), W Africa";NULL
"1282";"Sapata";"10.5395";"108.9333";"Phu Qui";NULL
"1283";"Savage Island, Greater HB fake";"61.794";"-65.7657";NULL;NULL
"1284";"Saxemburgh";"-30.4166666666667";"-18.8333333333333";NULL;NULL
"1285";"Scatari Island";"46.0162";"-59.725";"Scaterie Island";NULL
"1286";"Scatarie Island";"46.0162";"-59.725";NULL;NULL
"1287";"Scatra";"12.5826";"54.097";"Socotra island (Hadiboh)";NULL
"1288";"Scattery Island";"46.0162";"-59.725";NULL;NULL
"1289";"Schapeneiland";"-33.0939";"18.0215";"Skaap (Schapen) Island, Saldanha bay, South Africa";NULL
"1290";"Schiedam";"-5.9742";"106.6924";NULL;NULL
"1291";"Schiedam, Almanshavetie";"-5.9742";"106.6924";NULL;NULL
"1292";"Schiedam, over den Beer";"-5.9742";"106.6924";NULL;NULL
"1293";"Scilly";"49.92";"-6.3";"Scilly isl, England (St Marys)";NULL
"1294";"Scilly Islands";"49.92";"-6.3";"Scilly isl, England (St Marys)";NULL
"1295";"Scilly Light House";"49.92";"-6.3";"Scilly isl, England (St Marys)";NULL
"1296";"Seconda";"4.9374";"-1.7038";"Sekondi, Ghana, Africa";NULL
"1297";"Selangor";"3.32999992370605";"101.224998474121";"Kuala Selangor, Pen Malaysia";NULL
"1298";"Senegal";"14.6848";"-17.4376";"Dakar?";NULL
"1299";"Senegal Bar";"15.7544";"-16.5503";"Estimated near Isle de Picardie";NULL
"1300";"Senegal River";"15.9787";"-16.5043";"Senegal River, Senegal";NULL
"1301";"Seville, Spain";"37.3853";"-5.9902";NULL;NULL
"1302";"Sheerness";"51.4419";"0.75";NULL;NULL
"1303";"Shetland Islands";"60.3";"-1.25";"Shetland Islands";NULL
"1304";"Sheveling";"52.09666667";"4.258333333";"Scheveningen";NULL
"1305";"siberut";"-1.4";"98.95";"Siberut, Indonesia";NULL
"1306";"Sierra Leon";"8.4972";"-13.2882";"Cape Sierra Leone";NULL
"1307";"Sierra Leone";"8.4972";"-13.2882";"Cape Sierra Leone";NULL
"1308";"Sijmonsbaai";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1309";"Simons Baai";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1310";"Simons Baaij, Cabo de Goede Hoop";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1311";"Simonsbaai";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1312";"Simonsbaaij";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1313";"Simonsbaay";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1314";"Simonsbaay, Baai Falso";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1315";"Simonsbaay, Kaap de Goede Hoop";"-34.1833";"18.4333";"Simons Bay";"Simonsbaai"
"1316";"Sina rivier";"4.9932";"-9.0363";"Sinu River, Liberia";NULL
"1317";"Singels";"50.6667";"-1.6";"Shingles, Isle of Wight";NULL
"1318";"Sint Helena";"-15.9656";"-5.7052";"St Helena";NULL
"1319";"Sint Martin";"18.0756";"-63.0505";"Sint Maarten, Leeward Is, W.I.";NULL
"1320";"Sipora";"-2.17";"99.67";"Sipora, Indonesia";NULL
"1321";"Socotra";"12.5826";"54.097";"Socotra island (Hadiboh)";NULL
"1322";"Soerabaja";"-7.23";"112.7";"Surabaya, Java, Indonesia";NULL
"1323";"Soerabaya";"-7.23";"112.7";"Surabaya, Java, Indonesia";NULL
"1324";"Sombrero island, WI (near St Eustatius)";"18.5895";"-63.4254";NULL;NULL
"1325";"soundings";"0";"0";NULL;NULL
"1326";"Sourabaija";"-7.23";"112.7";"Surabaya, Java, Indonesia";NULL
"1327";"Souratta";"21.080207824707";"72.6800231933594";"Surat, Gujarat, India";NULL
"1328";"South End of Tenerife";"28.0488";"-16.6931";NULL;NULL
"1329";"South end of the Bermudas";"32.2506";"-64.8591";NULL;NULL
"1330";"South Foreland";"51.1386";"1.36666667461395";NULL;NULL
"1331";"South Point of Borneo";"-4.15";"114.7";NULL;NULL
"1332";"Southern most Nicobar";"7.1443";"93.8445";"Great Nicobar Island";NULL
"1333";"Spaethead";"50.75";"-1.16666666666667";"Spithead, Isle of Wight";NULL
"1334";"Spithead";"50.75";"-1.16666666666667";"Spithead, Isle of Wight";NULL
"1335";"St Agnes";"49.8934";"-6.33";"St Agnes Island";NULL
"1336";"St Agnes Head";"49.8934";"-6.33";"St Agnes Island";NULL
"1337";"St Agnus";"49.8934";"-6.33";"St Agnes Island";NULL
"1338";"St Agnus Lighthouse";"49.8934";"-6.33";"St Agnes Island";NULL
"1339";"St Anna Baai";"12.1171";"-68.9234";"St Anna-baai, Curacao, W.I.";NULL
"1340";"St Anna Baai, Curacao";"12.1171";"-68.9234";"St Anna-baai, Curacao, W.I.";NULL
"1341";"St Anna Baay, Curacao";"12.1171";"-68.9234";"St Anna-baai, Curacao, W.I.";NULL
"1342";"St Antonia/St Antao, Cape Verdes";"17.0312";"-25.2942";"Ilha de Santo Antao, Cape Verde";NULL
"1343";"St Antonio";"17.0312";"-25.2942";"Ilha de Santo Antao, Cape Verde";NULL
"1344";"St Augustin Point";"-23.5528";"43.7616";NULL;NULL
"1345";"St Augustine";"29.8854";"-81.2884";NULL;NULL
"1346";"St Augustines";"-23.5528";"43.7616";"St Augustine, Madagascar";NULL
"1347";"St Augustines (Florida)";"29.8854";"-81.2884";NULL;NULL
"1348";"St Augustines Bay";"-23.5552";"43.75";"St Augustine's Bay, Madagascar";NULL
"1349";"St Augustines Bay Madagascar";"-23.5552";"43.75";"St Augustine's Bay, Madagascar";NULL
"1350";"St Augustins";"-23.5528";"43.7616";"St Augustine, Madagascar";NULL
"1351";"St Augustins Bay";"-23.5552";"43.75";"St Augustine's Bay, Madagascar";NULL
"1352";"St Augustin's Bay";"-23.5552";"43.75";"St Augustine's Bay, Madagascar";NULL
"1353";"St Catharinabaai";"38.6903";"-9.2792";"near Lisbon";NULL
"1354";"St Catherina";"38.6903";"-9.2792";"near Lisbon";NULL
"1355";"St Catherine";"-27.6";"-48.5";"Ilha de Sta Catarina, Brazil";NULL
"1356";"St Catherines Point";"50.5757";"-1.3";NULL;NULL
"1357";"St Catherines Point, Isle of Wight";"50.5757";"-1.3";"St Catherines Point";NULL
"1358";"St Catherine's Point, Isle of Wight";"50.5757";"-1.3";"St Catherines Point";NULL
"1359";"St Christoffel";"17.3182";"-62.7493";NULL;NULL
"1360";"St Christopher island, WI";"17.3182";"-62.7493";NULL;NULL
"1361";"St Cruize";"28.45";"-16.25";"Santa Cruz de Teneriffe";NULL
"1362";"St Cruz";"28.45";"-16.25";"Santa Cruz de Teneriffe";NULL
"1363";"St Cruz de Tenerife";"28.45";"-16.25";"Santa Cruz de Teneriffe";NULL
"1364";"St Domingo";"18.45833333";"-69.87916667";"Santo Domingo, Dominican Rep.";NULL
"1365";"St Eustacius";"17.5064";"-62.9727";"Sint Eustatius, WI";NULL
"1366";"St Eustasius";"17.5064";"-62.9727";"Sint Eustatius, WI";NULL
"1367";"St Eustatius";"17.5064";"-62.9727";"Sint Eustatius, WI";NULL
"1368";"St George d'Elmina";"5.083";"-1.3477";"Elmina, Ghana";NULL
"1369";"St Georges Island";"38.6453";"-28.0542";"Ilha Sao Jorge, Azores";NULL
"1370";"St Helena";"-15.9656";"-5.7052";"St Helena";NULL
"1371";"St Hellena";"-15.9656";"-5.7052";"St Helena";NULL
"1372";"St Jacobsbaai";"13.3142";"-59.5852";"River Bay, Barbados";NULL
"1373";"St Jago";"15.0548";"-23.6452";"Santiago, Cape Verdes";NULL
"1374";"St Jean de Nova";"-17.05";"42.725";"Juan de Nova, Isld Madagascar";NULL
"1375";"St John D'Nova";"-17.05";"42.725";"Juan de Nova, Isld Madagascar";NULL
"1376";"St Johns";"21.080207824707";"72.6800231933594";"Surat, Gujarat, India";NULL
"1377";"St Johns Antigua";"17.1196";"-61.8461";"St Johns, Antigua, Windward Islands, Carib.";NULL
"1378";"St John's Harbour";"47.5653";"-52.6988";NULL;NULL
"1379";"St Johns Head";"47.5674";"-52.6777";NULL;NULL
"1380";"St John's Newfoundland";"47.5653";"-52.6988";NULL;NULL
"1381";"St Johns Road Antigua";"17.1196";"-61.8461";"St Johns, Antigua, Windward Islands, Carib.";NULL
"1382";"St Johns(2)";"8.47";"126.4";"Lamon Point, east coast Mindanao";NULL
"1383";"St John's, Newfoundland";"47.5653";"-52.6988";NULL;NULL
"1384";"St Juan de Porto Rico";"18.4708";"-66.1237";"San Juan, Puerto Rico";NULL
"1385";"St Julian's";"-49.3058";"-67.7236";"San Julian, Argentina";NULL
"1386";"St Katherine's isl, Braz (Florianopolis)";"-27.6";"-48.5";"Ilha de Sta Catarina, Brazil";NULL
"1387";"St Katherines Point, Isle of Wight";"50.5757";"-1.3";"St Catherines Point";NULL
"1388";"St Kilda";"57.8196";"-8.5713";NULL;NULL
"1389";"St Kits";"17.3737";"-62.81";"St. Kitts, WI";NULL
"1390";"St Lawrence Harbour";"46.9213";"-55.3933";"St Lawrence, Newfoundland, Canada";NULL
"1391";"St Martin";"18.0756";"-63.0505";"St Maarten, WI";NULL
"1392";"St Martins";"18.0756";"-63.0505";"St Maarten, WI";NULL
"1393";"St Marys";"-16.8891";"49.8994";NULL;NULL
"1394";"St Mary's";"36.9977";"-25.0904";"Santa Maria, Azores";NULL
